ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
MF,GO:0034979,NAD-dependent protein deacetylase activity,1/36,16/18352,0.030941123,0.151892787,0.114487091,3066,1
MF,GO:0017116,single-stranded DNA helicase activity,1/36,18/18352,0.034742696,0.160809052,0.121207603,5888,1
MF,GO:0055106,ubiquitin-protein transferase regulator activity,1/36,18/18352,0.034742696,0.160809052,0.121207603,6125,1
MF,GO:0005537,mannose binding,1/36,20/18352,0.038529769,0.172307821,0.129874641,50856,1
MF,GO:0001848,complement binding,1/36,21/18352,0.040417884,0.172307821,0.129874641,811,1
MF,GO:0140303,intramembrane lipid transporter activity,1/36,21/18352,0.040417884,0.172307821,0.129874641,5244,1
MF,GO:0008143,poly(A) binding,1/36,23/18352,0.044183306,0.17539852,0.132204213,26986,1
MF,GO:0005212,structural constituent of eye lens,1/36,24/18352,0.046060626,0.17539852,0.132204213,1410,1
MF,GO:0004407,histone deacetylase activity,1/36,25/18352,0.047934361,0.17539852,0.132204213,3066,1
MF,GO:0008266,poly(U) RNA binding,1/36,26/18352,0.049804518,0.17539852,0.132204213,26986,1
MF,GO:0008527,taste receptor activity,1/36,26/18352,0.049804518,0.17539852,0.132204213,342372,1
MF,GO:0033558,protein deacetylase activity,1/36,26/18352,0.049804518,0.17539852,0.132204213,3066,1
MF,GO:0034237,protein kinase A regulatory subunit binding,1/36,26/18352,0.049804518,0.17539852,0.132204213,3784,1
MF,GO:0048027,mRNA 5'-UTR binding,1/36,26/18352,0.049804518,0.17539852,0.132204213,6125,1
MF,GO:0008022,protein C-terminus binding,2/36,189/18352,0.052885571,0.175956092,0.132624475,5888/26986,2
MF,GO:0050681,androgen receptor binding,1/36,28/18352,0.053534123,0.175956092,0.132624475,811,1
MF,GO:0004175,endopeptidase activity,3/36,440/18352,0.054562996,0.175956092,0.132624475,1675/10699/440387,3
MF,GO:0008187,poly-pyrimidine tract binding,1/36,29/18352,0.055393585,0.175956092,0.132624475,26986,1
MF,GO:0070717,poly-purine tract binding,1/36,29/18352,0.055393585,0.175956092,0.132624475,26986,1
MF,GO:0008157,protein phosphatase 1 binding,1/36,30/18352,0.057249494,0.178354193,0.13443201,3784,1
MF,GO:0051059,NF-kappaB binding,1/36,31/18352,0.059101858,0.180650963,0.136163169,3066,1
MF,GO:0005251,delayed rectifier potassium channel activity,1/36,33/18352,0.062795977,0.188387932,0.141994803,3784,1
MF,GO:0001103,RNA polymerase II repressing transcription factor binding,1/36,35/18352,0.066475994,0.195802018,0.147583068,3066,1
MF,GO:0097718,disordered domain specific binding,1/36,36/18352,0.06831073,0.197613184,0.148948209,3320,1
